,ci_hijo,nombre_hijo,edad_hijo,ci_persona
7498,8273555004,David Foster,8,3583043861
7499,7797791143,Michael Hernandez,3,3521481052
7500,0129904530,Roy Contreras,6,1007359069
7501,2427149982,Mark Lyons,9,1943065700
7502,5966896581,Tasha Cook,4,6482759937
7503,1429820923,Jeremiah Hart,5,9291447576
7504,7770260478,Kevin Johnson,4,6753070497
7505,3568165234,Angela Knox,4,8021021861
7506,4026206244,Lisa Smith,9,6577956891
7507,8064783446,Donald Baker,8,1480367644
7508,1529463260,William Jones,3,2415784456
7509,9957857443,Lisa Jacobs,3,6150350560
7510,1287517351,Martin Watson,6,5805703062
7511,0905900584,Michael Rivers,0,2038466813
7512,2194664642,Theodore Roy,3,3606022972
7513,5221895445,Summer Wells,0,0083524429
7514,7224142448,Casey Perry DVM,6,9254185291
7515,6610602283,Kathryn Vargas,4,5852287984
7516,0506030576,Anne Knapp,7,1936327113
7517,3435022760,Kevin Patrick,3,7902452906
7518,5096542826,Edward Vasquez,6,6114119440
7519,6922683336,Nicole Strickland,5,4657544100
7520,0485473340,Jackie Edwards,4,5106275326
7521,4071595457,Kenneth Werner,4,5761754201
7522,1347285125,Larry Stone,5,1615243983
7523,0839232576,Jamie Campbell,7,6228264794
7524,7781506965,Brenda Holland,9,0050625690
7525,3495925040,Isabel Stevens,3,1210638918
7526,7813221164,Isaiah Serrano,8,3276012643
7527,4474662881,Andrea Wilson,3,0657927955
7528,9763006324,Rick Mason,0,1818470882
7529,6330823729,Mia Smith,9,6922353386
7530,3604435754,Steven Young,5,2544153569
7531,9376871928,Henry Tate,7,3245244786
7532,3230225494,Amy Gould,1,7053025603
7533,2491313829,Beth Reynolds,4,9201123469
7534,7611269443,Darrell Fuentes,8,0161494790
7535,3178623441,Fred Carr,7,7645155927
7536,1151425554,James Pacheco,4,0181743105
7537,3322235159,Travis Davis,0,7475459881
7538,4287343050,Anna Haney,0,8308402797
7539,3194651866,Juan Smith,4,0723386752
7540,2335663528,Jeremy Gordon PhD,8,5006807743
7541,2136789640,Stephanie Hicks,7,7966350473
7542,7317082649,Cathy Holloway,0,0375791368
7543,5796210720,Thomas Bowman,9,7021606254
7544,1958839232,Morgan Fox,1,2081377020
7545,0365223958,Krystal Garcia,0,6117093884
7546,8395804396,Gabriel Irwin,0,8438925390
7547,0389066728,Harry Rich,6,0972460312
7548,5017910800,Morgan Cordova,4,4113318870
7549,5150439183,Lauren Hunt,1,0378161567
7550,3061980492,William Wang,6,6536667206
7551,3125728771,Laura Lynch,3,0684124718
7552,4129696150,Morgan Lee,2,4374949175
7553,1725779982,Dawn Roy,9,0475912089
7554,4170948413,David Walker,5,3671876572
7555,7538092512,Alvin Rodgers,1,0303307506
7556,3004456586,Sandra Pennington,5,7811140838
7557,0215348617,John Martinez,0,2181139295
7558,7303589437,Maria Porter,6,4147845503
7559,3129630589,Heidi Payne,5,3643075518
7560,2721660990,Mary Rogers,3,4477839264
7561,3656970256,Jennifer Hancock,5,5919111628
7562,4029683741,Tommy Cox,0,3609979612
7563,9566146630,Stefanie Gomez,9,1196154536
7564,4313110616,Jackie Madden,2,5140121512
7565,0203871484,John Bond,3,8988982202
7566,4289827750,Vickie Schultz,9,9269087119
7567,7746007285,Gina Jackson,7,5954814290
7568,4603312308,Justin Jackson,4,3348997940
7569,4984905232,Reginald Savage,6,2367874342
7570,5413883871,Joe Hernandez,9,6619577210
7571,8374043307,Makayla Martin,8,3050772745
7572,2109072543,Eileen Harrison,7,2183376113
7573,5612162872,Paul Willis,3,2658947902
7574,3380827167,Brianna Stewart,5,5458322242
7575,7936322354,Joshua Bridges,9,0362961227
7576,2964716017,Terry Walter,6,3001398583
7577,8772280961,Derrick Wagner,7,1483891475
7578,4862438549,Alicia Rodriguez,8,9894276470
7579,6201918999,Daniel Hodge,9,2120883856
7580,5899514766,Kenneth Brown,4,8893314223
7581,1353137801,Rodney Carter,7,2383933727
7582,4983248273,Evan Woods,4,3354446666
7583,7050621927,Catherine Davis,6,3106032052
7584,0351501459,Lauren Gamble,6,6207809039
7585,5402851275,Paul Roth,0,0062367399
7586,0632017680,Sarah Taylor,4,7281421298
7587,7643012459,Anna Jones,1,3328254544
7588,2201497323,Rhonda Snyder,9,9822207572
7589,8291964567,Daniel Gordon,2,0275777569
7590,6181328038,Linda King,1,7336447364
7591,1540564224,Seth Juarez,2,4661305289
7592,2688550332,Gerald Terry,3,3195904883
7593,9502149150,James Wilkins,5,7991652707
7594,0790553931,Andrea Hanson,9,2906307440
7595,3348178337,Sarah Yates,1,0745043184
7596,5264820571,Dr. Michelle Leach,2,1534373786
7597,1589423155,Brent Perez,3,2759123757
7598,0121358117,Elizabeth Mills,6,8210577764
7599,9220169321,Roger Smith DDS,4,6728729897
7600,9864887936,Melissa Johnson,4,9872842249
7601,4849759016,April Livingston,3,5832077666
7602,2672285179,Jennifer Moreno,1,4824098692
7603,4073836477,Jennifer Valdez,1,9260496821
7604,7731431796,Carrie Schroeder,3,5517069117
7605,4804622950,Natasha George,0,5596070868
7606,6337081451,Valerie Carey,0,3645011521
7607,4104826655,Kevin Galvan,6,6754217430
7608,5069315994,Lisa Hill,6,1714048403
7609,1263681603,Richard Butler,7,9152845840
7610,4855416033,William Walker,6,7754199209
7611,4187887567,Amber Marshall,7,3268505154
7612,3142995346,Rebecca Rivera,8,5132082047
7613,9054619129,Raymond Marshall,8,2736475922
7614,9842063951,Katelyn Mills,6,5157817969
7615,3286139518,John Malone,9,0810306995
7616,6290558933,Joe Dean,6,5488197028
7617,5798484367,Christine Scott,5,8867071562
7618,8485445750,Kenneth Keller,7,1929543923
7619,8036570702,Michael Cole,4,4304342763
7620,4962609992,Nathan Fisher,5,7312123722
7621,9176504253,Corey Schwartz,9,9094224925
7622,8818650651,Nathan Henry,3,5838929159
7623,1035062078,John Wiley,8,3460708188
7624,3157055015,Miss Kristen Silva,6,3215285111
7625,7072065424,Tonya Greene,8,5030842608
7626,6617107546,Joseph Logan,7,6581266139
7627,0637115184,Charlotte Pollard,2,4564180944
7628,1544642307,Danielle Grant,5,3622271546
7629,6770542220,Katherine Carlson,5,0985200962
7630,3430323693,Vincent Murphy,7,6887746541
7631,7455450723,Susan Hodges,8,6375845552
7632,5891539193,Jose Foster,2,9942648793
7633,5999314141,Karen Gonzalez,9,0548544507
7634,1070604287,Emily Bailey,7,0105282544
7635,6850828909,John Joyce,0,6683045326
7636,2723612031,Leslie Kim,6,9911435455
7637,0434613016,Mary Smith,7,4937881197
7638,0115409385,Christian Long,7,8549516932
7639,5678125440,Sharon Clarke,5,8349562502
7640,9617304799,William White,8,0933093686
7641,5653454266,Megan Cooper,7,7903929485
7642,0760419607,Haley Jimenez,2,8027959155
7643,8613879993,Tara Parker,8,2608172998
7644,5165675594,Ruben Wolf,6,5180711301
7645,4507089544,Rebecca Smith,9,7009105306
7646,2947828967,Brian Velazquez,2,1171213296
7647,9778871676,John Calhoun,5,0241779199
7648,2425123244,James Rocha,4,9980756950
7649,2137887720,Benjamin Love,2,1689858913
7650,1835154028,Nathan Caldwell,4,9110391203
7651,1289316848,Devin Ortiz,1,1483843200
7652,4299177000,Stacie Thomas,5,1326798801
7653,3902023847,Russell Phillips,4,9911475948
7654,3506230916,Chad Fox,3,7445474779
7655,0683497044,Marvin Gibson,6,1818833419
7656,7934180634,Laura Schroeder,0,0139014806
7657,0998123621,Tanya Mercado,3,9046876900
7658,6010544335,Lynn Oliver,7,2132821049
7659,8338845578,Jacob Long,8,3154510757
7660,9448576684,Tyler Baxter,9,8465113597
7661,2545878162,Lisa Chan,6,7779925159
7662,6262410854,Tracy Malone,2,7911145635
7663,2042482356,Gary Carpenter,8,8105873848
7664,4321517231,Scott Morales,3,1023232245
7665,4467426215,Terri Mcclain,3,6136206282
7666,2136831171,Eric Shannon,5,5555645170
7667,6596082690,Tanner Carr,8,3578305398
7668,8682208535,Jamie Morris,4,9118608235
7669,0321058168,Jackie Wolf,4,7790664948
7670,1313921650,Amanda Cardenas,5,1836656830
7671,9735710876,Brenda Gonzalez,9,3816196978
7672,3734527666,William Anderson,5,9804402283
7673,1418724171,Adam House,2,8664928592
7674,3455470503,Charles Larson,4,0396045299
7675,9687854211,Jennifer Bell,3,6717726115
7676,6213117655,Maureen Hickman,0,7735551274
7677,6249740294,Thomas King,0,4811530684
7678,7595135638,Misty Fuller,0,3719650548
7679,3491418769,Charles Lopez,5,5057061998
7680,6420559589,Alyssa Griffin,9,4318302905
7681,2843491225,Zachary Harvey,0,6518991423
7682,6699246350,Andrea Lozano,3,0655361871
7683,8524896942,Shannon Wise,8,8695639346
7684,1836145324,Elizabeth Harrington MD,6,5294812171
7685,1274474313,Robin Beasley,8,0319541573
7686,4712357154,Matthew Martin,3,4722916243
7687,6607691999,Jake Ross,9,4736350774
7688,6372711802,James Williams,9,4273157065
7689,9400507667,John Orr,2,9977013728
7690,1077316382,Amanda Randall,5,1463633891
7691,8898300058,Mr. Tracy Logan,6,8075613207
7692,5452018790,William Stone,1,0934031949
7693,2979142147,Anna Galvan,4,5594613327
7694,9085816826,Evelyn Alexander,5,2277278201
7695,7620473765,Claudia Ellis,6,4637094476
7696,9064290965,James Doyle,3,2124444327
7697,2032041405,Matthew Baker,7,8010917206
7698,2838539721,Sharon Winters,7,7361628578
7699,4663208085,Julie Wells,1,7909914869
7700,7787132619,Monica Hamilton,6,3374976148
7701,7859903343,Anthony Garza,6,5088659400
7702,4725009744,Katherine Ramirez,6,7299772927
7703,3636643381,Lori White,4,4946573640
7704,2630349263,Jessica Solomon,9,9468571867
7705,7973612556,Tammy Kim,1,4806647241
7706,6789077858,Linda Garcia,5,6813471950
7707,2628650331,Alexander Leon,6,2206901486
7708,5155472774,Joseph Werner,2,0543583409
7709,9235689778,Sarah Whitehead,1,6012048370
7710,2001228690,Molly Hull,4,3477365589
7711,9343635768,Jeffrey Rodriguez,8,7157828547
7712,0898017572,Amber Valdez,3,8558416186
7713,3060875191,Roger Robinson,0,5925694134
7714,5474536995,Bonnie Hall,5,2322587004
7715,4477319612,Jacob Washington,2,8774477126
7716,5363402986,Richard Maldonado,4,9793946225
7717,0828295347,Zachary Smith,0,2930672006
7718,9646063706,Travis Vang,6,2333824745
7719,8106119290,Nicole Bradford,7,1626047249
7720,5725903963,Trevor Fletcher,6,6178398372
7721,0619699849,Teresa Murphy,0,4381915813
7722,3829543951,Nicholas Cunningham,3,7835703192
7723,2901481873,Julia Smith,5,2924467320
7724,4994997773,Clinton Freeman,1,2240312603
7725,5748580419,Jacob Miller,9,9520237800
7726,5334706029,Stephanie Carter,9,9133184063
7727,7078956324,Justin Mccann Jr.,9,2576757422
7728,0385976044,Tabitha Marsh,6,4708823556
7729,5319793510,Joseph Bowman,8,3608253432
7730,6768262424,Jason Mcdaniel,1,1653501890
7731,1192566274,Curtis Henry,7,2549739264
7732,2170621366,Ashley Wright,0,4996696299
7733,7324602639,Courtney Johnson,4,8913491733
7734,7546886765,John Alexander,7,2171858454
7735,5782341176,Melanie Aguilar,9,4869368812
7736,9977014214,Andrew Mays,3,5961634128
7737,5534089254,Vicki Lee,3,4989003678
7738,8066627783,Bryan Anderson,3,6440885025
7739,9245029452,Ashley Duffy,9,6327336963
7740,3438320301,Jessica Miller,9,2624173435
7741,2541040838,Paul Hughes,9,9279160942
7742,2625365595,Bianca Hanson,8,2836852345
7743,7441815004,Gary Prince,9,1691375924
7744,3582998011,Heather Raymond,3,0572592702
7745,8385619426,Paul Lee,0,3483460644
7746,1166179459,Jessica Coleman,0,2189426833
7747,6180133092,Beverly Myers,3,9474179993
7748,7646616805,Elizabeth Sutton,2,7739768862
7749,2194563012,Martin Brown,9,2860598166
7750,4984317234,Loretta Sandoval,7,6587332496
7751,8024325424,Michael Leonard,1,2975820924
7752,9556250390,John Gonzalez MD,6,6206631959
7753,4193354144,Amy Bradley,8,2388527590
7754,0032437366,Ryan Hunt,4,5344470629
7755,9831691286,Timothy White,1,1312036886
7756,4312350703,Bruce Mccoy,9,6461548367
7757,0385842299,Bill Moyer,1,8435248409
7758,1702980352,Mrs. Heather Haynes MD,5,7968453274
7759,4296298279,Benjamin Freeman,7,5779473531
7760,4845579605,Travis Carroll,1,4242305340
7761,0818513394,Monica Wallace,0,4929102957
7762,9511556607,Karen Williamson,3,4048305758
7763,5567918658,Benjamin Thompson,1,9054021514
7764,4139266605,Derek Ellis,0,3318325400
7765,1432868561,Steven Allen,8,1953495559
7766,2327853394,Brandon Hicks,5,6270628380
7767,6568174277,Lucas Pineda,8,3185960164
7768,7524798769,Patricia Johnson,1,3685984408
7769,4355847773,Christian King,3,7925598898
7770,5022531342,Ryan Brown,8,6039210495
7771,6169559437,Stephen Weaver,1,8781639911
7772,6676976672,Cynthia Cox,2,8003131956
7773,5115108460,Lindsey Jordan,2,7048003932
7774,4465089566,Robert Jenkins,3,5375652929
7775,0232930671,Morgan Dyer,7,5649496842
7776,5316888708,Dylan Bautista,4,2729556947
7777,9339836541,Angela White MD,4,8228926353
7778,3900224928,Kirk Myers PhD,6,8078108984
7779,3103329097,Ashley Schmidt,9,8690382394
7780,9598197783,Barry Farley DVM,3,5342637556
7781,8352499401,Joshua Rodriguez,2,7998423933
7782,4101817354,Russell Levy,3,9125363577
7783,8874404526,Stephen Riddle,5,5743002379
7784,3375027401,Emily Mann,9,4837173887
7785,6372490336,Thomas Lawrence,7,1771687330
7786,6295953088,Karen Nelson,9,9372771598
7787,0506369888,Jordan Kim,2,7771355295
7788,1778016309,Anna Nunez,6,7753952818
7789,0148542240,Joseph Ward,1,6426824127
7790,7500362712,Lisa Larson,1,6651424737
7791,5263477667,Michael Walsh,6,9694942479
7792,4308675874,Carl Barber,4,8506927739
7793,3135188420,Jessica Walker,5,8901190883
7794,6492508635,Dr. Kristina Sullivan,0,0262208643
7795,4573108075,Bethany Mitchell,0,0306549758
7796,7556510405,Jay Moreno,1,0235309211
7797,5764174227,Whitney Brandt,0,5975683143
7798,4035946627,Lindsey Kelly,9,5935286620
7799,2769392545,Anna Kelly,0,1894364884
7800,1813547656,Jody Johnson,4,1192373623
7801,6430283744,Alyssa Stephens,4,3553358658
7802,2515320924,Michael Johnson,0,6038812437
7803,6696450230,Thomas Ferguson,6,4419247421
7804,6138339933,William Brown,0,4037286542
7805,2786782163,Deborah Summers,3,7501858799
7806,8876346026,Shawn Young,0,8510073355
7807,1484874166,Shawn Garza,0,5110000300
7808,7322076028,Morgan Blake,7,6708208810
7809,5723347033,David Morrison,2,5341446278
7810,6198788025,John Phillips,6,6903286044
7811,2344346593,Tracey Montgomery,9,1645146895
7812,2469533395,Patrick Miller,9,8889534893
7813,4649880192,Jim Williams,0,5356373969
7814,6931554262,Douglas Swanson,0,3611947412
7815,8574217050,Deborah Cohen,9,0061926186
7816,9501812862,Manuel Ruiz,0,1991799458
7817,0414050251,Debbie Hill,1,0126538108
7818,2692353137,David Flynn,4,7810549289
7819,4904489889,James Munoz,9,8080335752
7820,4516907920,Lee Wheeler,5,9126408343
7821,8793108993,Destiny Chambers,1,1125212105
7822,8965640762,Marisa Mckinney,5,1680786109
7823,4611747185,Duane Ritter,0,0664400651
7824,3673130957,Sarah Edwards,8,1014748067
7825,0309419460,Jesse Rodriguez,7,3523193704
7826,1817057537,Jessica Hernandez,4,7086222886
7827,7641071006,Steven Salazar,4,6256585504
7828,4495588665,Jason Brown,7,5222287669
7829,0727349873,Melanie Reynolds,0,8493740087
7830,3913238423,Joseph Martinez,2,4349915582
7831,8985237093,Olivia Mata,1,4955187608
7832,9658000360,Tonya Rodgers,5,2902198674
7833,5132982255,Charles Duffy DVM,7,1914945172
7834,3199162800,Louis Lewis,9,0196791958
7835,6270874444,Jennifer Clark,1,0383383461
7836,1188538229,Nicole Olson,9,1079547044
7837,2457101159,Lawrence Anderson,2,2257718740
7838,7708149151,Rebecca Lang,9,1095390961
7839,4212258312,James Duncan,7,7183141238
7840,0244767944,Christopher Anderson Jr.,0,4636516638
7841,5156989256,Matthew Love,2,9825818900
7842,5174407776,David Duke,2,5724797917
7843,2175832812,Craig Thomas,2,2272816692
7844,0204020258,Megan Walton,3,6609635400
7845,6157451526,John Stewart,4,4194800289
7846,7101714774,Russell Shaffer,6,2729108877
7847,0720781387,Wendy Romero,8,7085636173
7848,8071614862,Tiffany Richmond,8,5109440602
7849,9727229919,Amanda Martin,9,0419619957
7850,0983103017,Jennifer Miller,0,8590188033
7851,4433702871,Christina Jefferson,3,1062384803
7852,1798950168,Robin Rogers,9,9104078088
7853,8746268529,Nancy Park,5,9507278317
7854,1237544475,Evan Baker,7,1388377606
7855,6971576571,April Farmer,4,6981154433
7856,5429962199,Raymond Coleman,0,8252851221
7857,4416955815,Gregory Huffman,8,6755347681
7858,7173164971,Amy West,1,6815819765
7859,4750017913,Andres Moran,8,8922842371
7860,4934353892,Meredith Thompson,1,7894721818
7861,7560774287,Heather Murphy,2,5066205897
7862,7772205520,Joel Young,3,1058093968
7863,2768376163,James Trujillo,7,6467459501
7864,6844899443,Katherine Bird,5,6996003457
7865,7157703378,Angela Galvan,9,3897341870
7866,9011316966,Alicia Hunt,2,1131955460
7867,5520719847,Jorge Anderson,5,1328271697
7868,4276831787,Eric Gray,0,2865950681
7869,7874126917,Timothy Stafford,4,7625789327
7870,6989867668,Sandra Kerr MD,1,9360275159
7871,1229390969,John Galvan,4,7668995341
7872,2968403708,Darrell Mueller,9,7908729124
7873,2132739554,Anita Berry,0,3365736529
7874,3464781624,Thomas Sanders,7,7797444350
7875,4107753809,Tonya Li,7,9451980203
7876,1829726240,Christopher Pace,0,2944241851
7877,3804681829,Randy Howell,2,3045842428
7878,0364330297,Marvin Clark,7,6968157786
7879,5817977591,Karen Parker,8,7604252506
7880,2682053091,Antonio Jacobs,7,3119700095
7881,7934642488,Carlos Allen,5,8224667114
7882,8063901465,Brooke Jones,9,1820929286
7883,2145553213,Danielle Perez,1,9991785168
7884,2948513171,William Sosa,0,7246657538
7885,6494324417,Earl Cobb,7,6768774483
7886,1008942553,Steven Sexton,5,5147513996
7887,7381543998,Sharon Burton MD,0,4297591411
7888,4965450044,Michael Mills,7,8770283093
7889,5491148495,Katie Reynolds,7,6936846754
7890,6930181496,Gabrielle Rice,6,4492658256
7891,5126658311,Joel Jordan,1,5281057792
7892,5043739627,Barbara Johnson,4,4994304670
7893,5522377453,Jason Boyer,4,3169585449
7894,8852998149,Toni Woods,2,5437142051
7895,0982639099,John White,8,2958404999
7896,0311494945,Erica Bell,5,2216636670
7897,8758679499,Sheila Pitts,8,4389035807
7898,0242306040,Matthew Paul,7,4143068669
7899,9069756379,Keith Berry,1,3695639491
7900,5120040975,Leslie Sims,7,2005880500
7901,9787215775,Brooke Cruz,6,9304357453
7902,5413868126,David Green,5,5168078889
7903,2375940872,Emily Diaz,2,1798484608
7904,1039106792,Sue Parker,0,4038743648
7905,5265814936,William Cordova,2,5113101741
7906,2434230624,Seth Chen,1,3298627414
7907,1269153857,Peggy Gamble,2,2377705981
7908,1748784883,Austin Hancock,7,6994404082
7909,3701002237,Jessica Velazquez,8,9441695084
7910,0965875515,Jimmy Mccormick,0,5421486803
7911,9216470299,Jerry Padilla,7,3136045106
7912,1027460962,Maxwell Davidson,2,4976320255
7913,3718493138,Nichole Hicks,6,9695682034
7914,5992810424,Tina Martin,9,2065673202
7915,5670010735,Erica Turner,3,6718333186
7916,8779788947,Austin Delacruz,4,7035597592
7917,3216387713,Erica Collins DDS,1,8798614927
7918,0572430281,Tammy Howell,0,7233984349
7919,6915010145,Suzanne Alvarez,7,3774456045
7920,3616422362,Ashley Hill,5,2142807912
7921,3109538892,Diana Harmon,7,9048255914
7922,7577792894,Bradley Strickland,0,7208246971
7923,3706851203,Erica Brooks,8,8305916016
7924,3331046040,Abigail Sharp,9,3568675835
7925,3101534699,Robin Dalton,7,9254711512
7926,9280586044,Anita Spencer,4,5130024666
7927,1076484984,John Mcbride,9,7670208526
7928,7260004269,Scott Miller,6,4774031177
7929,3861560641,Anne Alvarez,9,4678723854
7930,4948858069,Mary Miller,6,2182519397
7931,3227965065,Crystal Ramirez,5,9859316828
7932,8647785073,Connor Juarez PhD,2,4773018781
7933,8707096264,Frederick Smith,7,2614853545
7934,4882584426,Jennifer Phillips,9,1474015736
7935,7022683474,Marc Houston,9,3227159323
7936,0776823222,Juan Beck,9,6580362414
7937,2886395678,Tom Harris,4,4655639686
7938,6831346104,Gina Robinson,2,0815163939
7939,8232043448,Wyatt Molina,6,5422763980
7940,2988086126,Natasha Ochoa,2,6439587252
7941,3714139817,Karen Lara,4,3297711328
7942,3314156523,Brian Navarro,1,0449658024
7943,0933611000,Dillon Johnson,9,4948239330
7944,4154765351,Gabriel Lewis,4,5617719650
7945,0119725108,Bryan Rivera,9,3894111630
7946,4326180407,Michael Nixon,3,4287673545
7947,8075331518,Adrian Wyatt,8,0384442707
7948,5175207343,Brenda Conway,7,6222361557
7949,5942882464,Jeffrey Fields,2,3386593834
7950,8994437314,Anita Orozco,4,2202508354
7951,5092442503,April Love,3,4256068092
7952,3345987361,Jesus White,9,3115114083
7953,1371066346,Michael Ryan Jr.,8,5172242744
7954,9310416950,Mrs. Kathryn Kirk MD,2,5363104036
7955,2007884617,Gloria Silva,8,3754937626
7956,2553809656,Katherine Thomas,7,0360466514
7957,4749089289,Pamela Horton,7,4789935594
7958,1269746729,William Jackson,7,4235231827
7959,2018207106,Peter Buck,7,9657257431
7960,7721510859,Christina Burgess,9,0610608637
7961,1096923972,Hunter Ford,5,7491210988
7962,1648376603,Carla Simmons,1,7996947748
7963,4545089213,Jamie Thomas,7,8812757718
7964,9581496113,Michael Santiago,9,1472191370
7965,5744782723,Randy George,9,6387526518
7966,0363140307,Katherine Ward,4,4415081174
7967,0934031011,Cody Mann,5,6063890885
7968,7182948361,Jeffrey Scott,6,4067238705
7969,2853663285,Dustin Crane,8,6582235834
7970,5126084118,Richard Cross,3,1594549127
7971,9139883118,Tyler Armstrong,2,1055902291
7972,8017877028,Clarence Sanchez,8,6887485315
7973,7062487203,Kevin Austin,7,1343508547
7974,5625156348,Austin Li,4,0680974324
7975,5628162352,Kenneth Petersen,1,9543419881
7976,5018759670,Raymond Gonzalez,5,8460389200
7977,4450437370,Amber Matthews,4,2399114262
7978,1082140184,Christina Burton,6,7165204050
7979,2348690955,Dawn Owens,8,2630331567
7980,3082349441,Rhonda Holt,7,5711363711
7981,1684172257,Tyler Hall,0,7471649088
7982,5834875393,Amanda Harvey,7,3402751418
7983,6967811728,Julia Rodriguez,8,1196393259
7984,6959429247,Lawrence Avila,0,3613502724
7985,6348384350,Samantha Lopez,6,1763552174
7986,1804012421,Carolyn Nichols,3,3501478651
7987,2149100884,Virginia Petersen,0,2345516744
7988,3167971170,Joseph Henderson,2,5763415382
7989,3115879171,Melissa Baldwin,1,1154584819
7990,8671396143,Phillip Hall,1,9794800358
7991,0559722776,William Mendez,5,9764045190
7992,0494907585,Robert Reed PhD,1,4983324284
7993,6586489775,James Wall,6,8901559224
7994,6571144904,Jamie Mercado,8,4924825602
7995,2644505630,Wanda Lopez,9,3839031358
7996,0710917946,Timothy Malone,1,9637653491
7997,0790260263,Melvin Hill,7,9854499436
7998,8771224478,John Brown,5,8451961468
7999,7077179272,Kathy Jones,1,7826947043
8000,8988516169,Tiffany Bridges,1,2482468365
8001,4549061832,Amy Beard,5,6734890061
8002,1460916945,Sarah Lynch,2,9384036140
8003,9549391274,Jeffrey Butler,0,6111132441
8004,0469825323,Stephanie Calderon,4,5043144420
8005,8510004145,Charles Blanchard,7,6605946728
8006,8881712112,Marilyn Williams,6,4256625765
8007,5558243092,Michael Davis,2,5706312262
8008,0659317338,Todd Rodriguez,8,2538635096
8009,0099808347,Christian Dominguez,4,5148171321
8010,9022356490,Kenneth Buck,5,0737473704
8011,4739253994,Gabriella Simmons,6,0557358981
8012,8295450251,Kathryn Moran,4,6260756355
8013,3055097974,Tiffany Sandoval,0,6648370397
8014,7229714314,Denise Baker,7,7829683757
8015,9069458932,Randy Sanchez,3,8018345563
8016,6674073991,Kevin Walker,7,3818261126
8017,3869188495,Jessica Daniels,8,0429439277
8018,3272981186,Emily Miller,6,2805938004
8019,6846548230,Alexander Erickson,1,1861267371
8020,6859532474,Christine Byrd,3,6921424334
8021,4016721790,Laurie Taylor,3,3775405794
8022,1205007390,Christy Lewis,2,5809702222
8023,1958364998,David Cochran DDS,8,4520397877
8024,0093223079,Ashley Moore,8,7046534689
8025,8741697887,Theresa Anderson,6,0418682470
8026,3635855229,Beverly Santos,4,6258537305
8027,5479682050,Brandon Obrien II,3,0530493776
8028,8425475169,Gregory Brown,6,0100086297
8029,1756399330,Kyle Duncan,0,4818207544
8030,1750190874,Tim Long,7,8847478970
8031,1751187907,Kim Kirby,4,5078026130
8032,3460303463,Tricia Parker,1,0592773663
8033,2891067270,Susan Carter,4,8225245730
8034,0868576695,Brian Wood,7,0266883002
8035,6358102878,Lindsey Wagner,2,6600441784
8036,4047610699,Jason Palmer,0,0451669142
8037,1758818048,Ann White DDS,7,9770280382
8038,0267718146,Kathleen Chapman,4,3588744645
8039,5069428631,Alicia Martinez,3,5862605167
8040,0562294414,Ethan Sanders,7,0535915086
8041,3765712237,Theresa Wilkins,4,4512796821
8042,4493401197,Sarah Green,1,7472550926
8043,4548799166,Mark Richardson,7,1823181493
8044,7566696992,Albert Kirby,5,4147395877
8045,1134145606,Christopher Lewis,6,4973981767
8046,0208642557,Robert Brooks,0,6140994100
8047,8631364516,Melinda Riggs,1,3907263903
8048,7955306647,Peggy Steele,8,4907922969
8049,1634022580,Sandra Coleman,8,5016210484
8050,8432059868,Savannah Thompson MD,2,4032931635
8051,7029973802,Kevin Neal,5,5616357836
8052,9657729702,Catherine Rivera,1,3138097766
8053,6452369347,Zachary White,3,5464757180
8054,6006874322,Heather White,4,9035268513
8055,4296258882,Mark Velasquez,8,8061859300
8056,8630448785,Tanya Cain,3,5150941297
8057,0988916578,Thomas Miller,0,6268194874
8058,5255177326,Laura Walsh,3,4578788001
8059,9591041813,Sarah Thomas,9,0325554509
8060,9403770709,Tracy Rivera,6,4291123969
8061,7060581150,John Haney,0,6638069566
8062,0672042542,Chelsea Gardner,5,6558423466
8063,5761808402,Heather Marsh,1,1334975306
8064,8539391538,Gregory Gray MD,1,5948981275
8065,5973101349,Victor Green,9,4650343176
8066,0524999037,Mary Alvarado,9,6589617874
8067,8698091912,Gregory Hahn,8,7675098202
8068,2035134348,Keith Smith,1,5923023729
8069,6475904090,Sean Tran,5,6489055471
8070,4725274981,Gregory Burnett,3,2846436565
8071,5620221655,Matthew Robles,0,4066979976
8072,2791868978,Elizabeth Coleman,2,3848009688
8073,3405453697,David Boyd,2,3855946183
8074,6698789847,Stephanie Morgan,9,0171582518
8075,9505521505,Melanie Ramirez,1,1970028192
8076,7098170284,Katie Berger,8,0399758824
8077,7490316896,Nicholas Steele,1,8237755428
8078,5329374893,Tina Parsons DDS,4,8523440433
8079,0448727769,Jeffrey Washington,1,7918379941
8080,7109154016,Jessica Gonzalez,1,2093173717
8081,7844429841,Robert Carter,8,4897073473
8082,4983683373,Debra Hatfield,4,1302036595
8083,5254025090,Marcus Robinson,7,3860756494
8084,1615960356,Michael Petty,0,9219197568
8085,4669194466,Manuel Owen,8,2815507367
8086,3019081516,Erin Cooper,8,0206719725
8087,7342282335,John Thomas,9,6456999842
8088,2681063072,Taylor Pena,9,2464619031
8089,8785050545,Elizabeth Harding,3,8562617298
8090,0156748358,Matthew Collins,3,7555862556
8091,1897171629,Mark Rice,1,2876293415
8092,7700157619,John Briggs,0,6726654613
8093,0610265017,Alexis Matthews,4,9604828318
8094,3047472694,Caitlin Munoz,6,8998424166
8095,4743019593,Robert Harris,3,6176007226
